B,R,c,method,risk
25,2,1,ACW,4.838606167
25,2,1,COKE,0.202187469
25,2,1,SR,0.245321474
25,2,1,DR,0.207811902
25,2,1,ACW,0.220994758
25,2,1,COKE,0.122965659
25,2,1,SR,0.231589709
25,2,1,DR,0.224120598
25,2,1,ACW,0.480884017
25,2,1,COKE,0.11887529
25,2,1,SR,0.412409875
25,2,1,DR,0.218658634
25,2,1,ACW,0.219441921
25,2,1,COKE,0.169094829
25,2,1,SR,0.301779428
25,2,1,DR,0.268084303
25,2,1,ACW,1.582243924
25,2,1,COKE,0.146262525
25,2,1,SR,0.302251816
25,2,1,DR,0.152411895
25,2,1,ACW,0.225937403
25,2,1,COKE,0.122048337
25,2,1,SR,0.316061207
25,2,1,DR,0.181116981
25,2,1,ACW,1.308389359
25,2,1,COKE,0.120290684
25,2,1,SR,0.267588076
25,2,1,DR,0.171954297
25,2,1,ACW,0.635981896
25,2,1,COKE,0.166831317
25,2,1,SR,0.282551026
25,2,1,DR,0.148328143
25,2,1,ACW,0.714506178
25,2,1,COKE,0.12533054
25,2,1,SR,0.221705905
25,2,1,DR,0.186772089
25,2,1,ACW,1.163414602
25,2,1,COKE,0.118212789
25,2,1,SR,0.311565487
25,2,1,DR,0.247594132
25,2,1,ACW,0.285383294
25,2,1,COKE,0.141946264
25,2,1,SR,0.306926179
25,2,1,DR,0.139707702
25,2,1,ACW,0.271240641
25,2,1,COKE,0.121022736
25,2,1,SR,0.208074485
25,2,1,DR,0.267250246
25,2,1,ACW,0.287288084
25,2,1,COKE,0.099750354
25,2,1,SR,0.253973598
25,2,1,DR,0.326990204
25,2,1,ACW,0.168925332
25,2,1,COKE,0.122816399
25,2,1,SR,0.24150499
25,2,1,DR,0.350841257
25,2,1,ACW,0.331979995
25,2,1,COKE,0.133692022
25,2,1,SR,0.42965146
25,2,1,DR,0.1337447
25,2,1,ACW,1.437136228
25,2,1,COKE,0.159398883
25,2,1,SR,0.187654957
25,2,1,DR,0.250944881
25,2,1,ACW,0.222614572
25,2,1,COKE,0.115983963
25,2,1,SR,0.357919727
25,2,1,DR,0.102786539
25,2,1,ACW,0.667482517
25,2,1,COKE,0.16717055
25,2,1,SR,0.306667559
25,2,1,DR,0.149550206
25,2,1,ACW,0.408371019
25,2,1,COKE,0.110855616
25,2,1,SR,0.33682068
25,2,1,DR,0.158648188
25,2,1,ACW,0.4037602
25,2,1,COKE,0.170790445
25,2,1,SR,0.217598291
25,2,1,DR,0.176564322
25,2,1,ACW,0.209056961
25,2,1,COKE,0.097630811
25,2,1,SR,0.477346545
25,2,1,DR,0.11791201
25,2,1,ACW,2.03398335
25,2,1,COKE,0.228724264
25,2,1,SR,0.274852199
25,2,1,DR,0.23684192
25,2,1,ACW,1.136789969
25,2,1,COKE,0.129600159
25,2,1,SR,0.396135823
25,2,1,DR,0.210099337
25,2,1,ACW,1.790389947
25,2,1,COKE,0.16190469
25,2,1,SR,0.342620647
25,2,1,DR,0.207414921
25,2,1,ACW,6.487849565
25,2,1,COKE,0.130113431
25,2,1,SR,0.225963723
25,2,1,DR,0.215204366
25,2,1,ACW,0.231342026
25,2,1,COKE,0.124382157
25,2,1,SR,0.34440605
25,2,1,DR,0.158532993
25,2,1,ACW,1.220718177
25,2,1,COKE,0.19420568
25,2,1,SR,0.366966897
25,2,1,DR,0.14494133
25,2,1,ACW,0.854408237
25,2,1,COKE,0.165282966
25,2,1,SR,0.27323709
25,2,1,DR,0.17440799
25,2,1,ACW,1.147142131
25,2,1,COKE,0.118730524
25,2,1,SR,0.250899107
25,2,1,DR,0.163398946
25,2,1,ACW,0.349632648
25,2,1,COKE,0.143917756
25,2,1,SR,0.296322033
25,2,1,DR,0.139483304
25,2,1,ACW,0.235775615
25,2,1,COKE,0.146727418
25,2,1,SR,0.368934138
25,2,1,DR,0.142746824
25,2,1,ACW,0.535895229
25,2,1,COKE,0.102331497
25,2,1,SR,0.262404527
25,2,1,DR,0.179556975
25,2,1,ACW,0.301293228
25,2,1,COKE,0.116962989
25,2,1,SR,0.255581599
25,2,1,DR,0.146377749
25,2,1,ACW,0.610952686
25,2,1,COKE,0.147642224
25,2,1,SR,0.261846243
25,2,1,DR,0.162340463
25,2,1,ACW,0.226824202
25,2,1,COKE,0.121166533
25,2,1,SR,0.305022971
25,2,1,DR,0.266293103
25,2,1,ACW,0.306038617
25,2,1,COKE,0.137362109
25,2,1,SR,0.419204177
25,2,1,DR,0.112823323
25,2,1,ACW,0.559926177
25,2,1,COKE,0.11301971
25,2,1,SR,0.318706363
25,2,1,DR,0.156346275
25,2,1,ACW,1.164135317
25,2,1,COKE,0.097577641
25,2,1,SR,0.451004187
25,2,1,DR,0.125012612
25,2,1,ACW,2.150357143
25,2,1,COKE,0.225793342
25,2,1,SR,0.205856915
25,2,1,DR,0.223055984
25,2,1,ACW,0.215893509
25,2,1,COKE,0.111326516
25,2,1,SR,0.232712533
25,2,1,DR,0.16128438
25,2,1,ACW,0.797828803
25,2,1,COKE,0.152315467
25,2,1,SR,0.195215629
25,2,1,DR,0.193948603
25,2,1,ACW,0.340323852
25,2,1,COKE,0.121898804
25,2,1,SR,0.339535735
25,2,1,DR,0.168328261
25,2,1,ACW,0.387096275
25,2,1,COKE,0.128300792
25,2,1,SR,0.342765684
25,2,1,DR,0.125916141
25,2,1,ACW,0.524008831
25,2,1,COKE,0.128324993
25,2,1,SR,0.213234466
25,2,1,DR,0.203147782
25,2,1,ACW,0.852071979
25,2,1,COKE,0.116893242
25,2,1,SR,0.235656752
25,2,1,DR,0.246028795
25,2,1,ACW,0.659293325
25,2,1,COKE,0.101570058
25,2,1,SR,0.220877851
25,2,1,DR,0.239213864
25,2,1,ACW,0.327334961
25,2,1,COKE,0.122995674
25,2,1,SR,0.176250829
25,2,1,DR,0.189471198
25,2,1,ACW,0.388251111
25,2,1,COKE,0.102839104
25,2,1,SR,0.240135229
25,2,1,DR,0.198614409
25,2,1,ACW,0.832324596
25,2,1,COKE,0.13345044
25,2,1,SR,0.392921626
25,2,1,DR,0.115569294
25,2,1,ACW,2.467789037
25,2,1,COKE,0.175002246
25,2,1,SR,0.27358086
25,2,1,DR,0.13750181
25,2,1,ACW,0.501023468
25,2,1,COKE,0.114146169
25,2,1,SR,0.35367464
25,2,1,DR,0.125532366
25,2,1,ACW,0.249987646
25,2,1,COKE,0.165195844
25,2,1,SR,0.243099926
25,2,1,DR,0.178317141
25,2,1,ACW,0.216994599
25,2,1,COKE,0.123993137
25,2,1,SR,0.407284938
25,2,1,DR,0.168779439
25,2,1,ACW,0.210882108
25,2,1,COKE,0.165294705
25,2,1,SR,0.251863106
25,2,1,DR,0.162630853
25,2,1,ACW,1.318929089
25,2,1,COKE,0.122663015
25,2,1,SR,0.233272312
25,2,1,DR,0.155761261
25,2,1,ACW,0.191412378
25,2,1,COKE,0.131839184
25,2,1,SR,0.3340559
25,2,1,DR,0.140269175
25,2,1,ACW,0.967565646
25,2,1,COKE,0.182923701
25,2,1,SR,0.300775529
25,2,1,DR,0.150838432
25,2,1,ACW,0.911517498
25,2,1,COKE,0.192973586
25,2,1,SR,0.36130735
25,2,1,DR,0.107115545
25,2,1,ACW,1.044630273
25,2,1,COKE,0.154004662
25,2,1,SR,0.227050869
25,2,1,DR,0.26108375
25,2,1,ACW,0.202090881
25,2,1,COKE,0.133785542
25,2,1,SR,0.267706237
25,2,1,DR,0.172813037
25,2,1,ACW,0.393379154
25,2,1,COKE,0.136321613
25,2,1,SR,0.289026461
25,2,1,DR,0.12988163
25,2,1,ACW,0.692086773
25,2,1,COKE,0.168172354
25,2,1,SR,0.400530569
25,2,1,DR,0.130012194
25,2,1,ACW,0.365617506
25,2,1,COKE,0.140448864
25,2,1,SR,0.48950718
25,2,1,DR,0.158255746
25,2,1,ACW,0.741076463
25,2,1,COKE,0.268879286
25,2,1,SR,0.223332448
25,2,1,DR,0.186231374
25,2,1,ACW,0.176442861
25,2,1,COKE,0.125083367
25,2,1,SR,0.214011207
25,2,1,DR,0.20914121
25,2,1,ACW,0.366205357
25,2,1,COKE,0.138720176
25,2,1,SR,0.446736671
25,2,1,DR,0.215941514
25,2,1,ACW,0.213189591
25,2,1,COKE,0.152147747
25,2,1,SR,0.367242257
25,2,1,DR,0.171452593
25,2,1,ACW,0.773278646
25,2,1,COKE,0.131492279
25,2,1,SR,0.2823952
25,2,1,DR,0.180161582
25,2,1,ACW,1.692962169
25,2,1,COKE,0.131646475
25,2,1,SR,0.237216422
25,2,1,DR,0.09499855
25,2,1,ACW,0.708330409
25,2,1,COKE,0.079836128
25,2,1,SR,0.369170476
25,2,1,DR,0.202735009
25,2,1,ACW,0.248021446
25,2,1,COKE,0.133290999
25,2,1,SR,0.398847625
25,2,1,DR,0.210582219
25,2,1,ACW,0.208803681
25,2,1,COKE,0.117622045
25,2,1,SR,0.258417351
25,2,1,DR,0.189926411
25,2,1,ACW,0.553554546
25,2,1,COKE,0.130053446
25,2,1,SR,0.200717848
25,2,1,DR,0.212930229
25,2,1,ACW,0.441644892
25,2,1,COKE,0.125607898
25,2,1,SR,0.192348365
25,2,1,DR,0.267774431
25,2,1,ACW,1.509578128
25,2,1,COKE,0.122141247
25,2,1,SR,0.249557238
25,2,1,DR,0.284238315
25,2,1,ACW,0.757648948
25,2,1,COKE,0.14771754
25,2,1,SR,0.274308739
25,2,1,DR,0.273023885
25,2,1,ACW,0.276006437
25,2,1,COKE,0.133240036
25,2,1,SR,0.24671821
25,2,1,DR,0.273933333
25,2,1,ACW,0.261841026
25,2,1,COKE,0.151861393
25,2,1,SR,0.198895183
25,2,1,DR,0.247383199
25,2,1,ACW,0.444658934
25,2,1,COKE,0.149106406
25,2,1,SR,0.380565698
25,2,1,DR,0.168589747
25,2,1,ACW,0.234009804
25,2,1,COKE,0.138223457
25,2,1,SR,0.221397965
25,2,1,DR,0.136106183
25,2,1,ACW,3.902809136
25,2,1,COKE,0.169508191
25,2,1,SR,0.286588101
25,2,1,DR,0.194314937
25,2,1,ACW,3.274842419
25,2,1,COKE,0.205788099
25,2,1,SR,0.25854125
25,2,1,DR,0.487196631
25,2,1,ACW,1.209739206
25,2,1,COKE,0.122546408
25,2,1,SR,0.24897228
25,2,1,DR,0.271897785
25,2,1,ACW,0.233492787
25,2,1,COKE,0.129772574
25,2,1,SR,0.283884932
25,2,1,DR,0.187961571
25,2,1,ACW,5.711913171
25,2,1,COKE,0.148534754
25,2,1,SR,0.284056015
25,2,1,DR,0.176323726
25,2,1,ACW,1.111283482
25,2,1,COKE,0.129845314
25,2,1,SR,0.285041243
25,2,1,DR,0.186344482
25,2,1,ACW,0.506989973
25,2,1,COKE,0.149348754
25,2,1,SR,0.290398277
25,2,1,DR,0.247041157
25,2,1,ACW,0.176189672
25,2,1,COKE,0.123680652
25,2,1,SR,0.369500114
25,2,1,DR,0.162219799
25,2,1,ACW,0.717479329
25,2,1,COKE,0.161619006
25,2,1,SR,0.170985289
25,2,1,DR,0.1778597
25,2,1,ACW,0.237020031
25,2,1,COKE,0.086450843
25,2,1,SR,0.302834365
25,2,1,DR,0.20877218
25,2,1,ACW,0.635931267
25,2,1,COKE,0.123782051
25,2,1,SR,0.393617294
25,2,1,DR,0.185775159
25,2,1,ACW,0.229926604
25,2,1,COKE,0.149369647
