nt,method,risk
1250,SR,0.330946961
1250,DR,0.251353385
1250,ACW,0.639762739
1250,COKE,0.153498051
1250,RLearner,0.317194822
1250,SR,0.383443477
1250,DR,0.349133419
1250,ACW,0.489886867
1250,COKE,0.233885564
1250,RLearner,0.261460241
1250,SR,0.361381929
1250,DR,0.228651535
1250,ACW,5.422756683
1250,COKE,0.143044701
1250,RLearner,0.18285055
1250,SR,0.327605606
1250,DR,0.289167102
1250,ACW,21.08711663
1250,COKE,0.142687845
1250,RLearner,0.236945024
1250,SR,0.584340455
1250,DR,0.184779372
1250,ACW,0.17957991
1250,COKE,0.22315443
1250,RLearner,0.177661679
1250,SR,0.224492793
1250,DR,0.276928281
1250,ACW,2.239649944
1250,COKE,0.155435725
1250,RLearner,0.217808806
1250,SR,0.371252727
1250,DR,0.295325858
1250,ACW,0.222714138
1250,COKE,0.170548909
1250,RLearner,0.348640265
1250,SR,0.382736829
1250,DR,0.356393817
1250,ACW,24.47829772
1250,COKE,0.182157877
1250,RLearner,0.219080791
1250,SR,0.26419908
1250,DR,0.195889718
1250,ACW,3.195835198
1250,COKE,0.140518174
1250,RLearner,0.168145739
1250,SR,0.328231597
1250,DR,0.262358221
1250,ACW,0.338744773
1250,COKE,0.13956313
1250,RLearner,0.143396857
1250,SR,0.618229508
1250,DR,0.200680036
1250,ACW,0.33833112
1250,COKE,0.16844946
1250,RLearner,0.159670452
1250,SR,0.626182735
1250,DR,0.197441459
1250,ACW,0.617104804
1250,COKE,0.210122092
1250,RLearner,0.15403693
1250,SR,0.381743564
1250,DR,0.2846888
1250,ACW,14.00707992
1250,COKE,0.183124202
1250,RLearner,0.28481676
1250,SR,0.28265626
1250,DR,0.211625748
1250,ACW,0.840401342
1250,COKE,0.142724032
1250,RLearner,0.233376756
1250,SR,0.327595332
1250,DR,0.247147563
1250,ACW,4.495882783
1250,COKE,0.188363758
1250,RLearner,0.14333584
1250,SR,0.37878383
1250,DR,0.197864952
1250,ACW,0.36929696
1250,COKE,0.195901436
1250,RLearner,0.247558724
1250,SR,0.343891902
1250,DR,0.174204402
1250,ACW,0.408488445
1250,COKE,0.144556476
1250,RLearner,0.174860987
1250,SR,0.603643723
1250,DR,0.240953516
1250,ACW,0.364256014
1250,COKE,0.210795435
1250,RLearner,0.192654646
1250,SR,0.596707029
1250,DR,0.245967134
1250,ACW,0.407443985
1250,COKE,0.163458357
1250,RLearner,0.181153744
1250,SR,0.483563883
1250,DR,0.399375292
1250,ACW,0.285715138
1250,COKE,0.204273489
1250,RLearner,0.179824579
1250,SR,0.628189031
1250,DR,0.129757587
1250,ACW,0.181147715
1250,COKE,0.166085367
1250,RLearner,0.18781712
1250,SR,0.371630678
1250,DR,0.266285236
1250,ACW,0.52390634
1250,COKE,0.178437418
1250,RLearner,0.203061376
1250,SR,0.449650144
1250,DR,0.235492734
1250,ACW,0.284961371
1250,COKE,0.20864721
1250,RLearner,0.192489289
1250,SR,0.532244643
1250,DR,0.233038697
1250,ACW,0.1913685
1250,COKE,0.278779977
1250,RLearner,0.307510267
1250,SR,0.64105404
1250,DR,0.190532029
1250,ACW,1.863684614
1250,COKE,0.244431988
1250,RLearner,0.193447064
1250,SR,0.421430266
1250,DR,0.339257584
1250,ACW,0.18953321
1250,COKE,0.151347133
1250,RLearner,0.182598661
1250,SR,0.223428934
1250,DR,0.43256142
1250,ACW,0.358145477
1250,COKE,0.1129799
1250,RLearner,0.224727858
1250,SR,0.302714213
1250,DR,0.253790123
1250,ACW,0.46029254
1250,COKE,0.117096759
1250,RLearner,0.179763023
1250,SR,0.691265477
1250,DR,0.18081883
1250,ACW,0.287445557
1250,COKE,0.219739278
1250,RLearner,0.137359623
1250,SR,0.191383678
1250,DR,0.38303291
1250,ACW,3.992888391
1250,COKE,0.131866687
1250,RLearner,0.173323265
1250,SR,0.303970548
1250,DR,0.229860217
1250,ACW,1.316189289
1250,COKE,0.175956345
1250,RLearner,0.166566362
1250,SR,0.450889198
1250,DR,0.387532255
1250,ACW,1.052371266
1250,COKE,0.164701538
1250,RLearner,0.291163435
1250,SR,0.265914077
1250,DR,0.180121536
1250,ACW,0.43194947
1250,COKE,0.164652403
1250,RLearner,0.19609322
1250,SR,0.353680427
1250,DR,0.216252359
1250,ACW,0.346911141
1250,COKE,0.175053921
1250,RLearner,0.187742467
1250,SR,0.4909598
1250,DR,0.20452741
1250,ACW,1.407939382
1250,COKE,0.215214799
1250,RLearner,0.228046715
1250,SR,0.357812531
1250,DR,0.285822189
1250,ACW,5.260903258
1250,COKE,0.179984945
1250,RLearner,0.205401037
1250,SR,0.518176343
1250,DR,0.256225152
1250,ACW,1.479554842
1250,COKE,0.188034309
1250,RLearner,0.153495338
1250,SR,0.232140053
1250,DR,0.266870684
1250,ACW,0.51921264
1250,COKE,0.125927243
1250,RLearner,0.247450454
1250,SR,0.475192817
1250,DR,0.176612582
1250,ACW,0.465035264
1250,COKE,0.232043153
1250,RLearner,0.155483454
1250,SR,0.288193207
1250,DR,0.268925491
1250,ACW,21.32971893
1250,COKE,0.150613573
1250,RLearner,0.271102329
1500,SR,0.670589865
1500,DR,0.170567925
1500,ACW,2.341584626
1500,COKE,0.233436539
1500,RLearner,0.150882128
1500,SR,0.400616304
1500,DR,0.195978234
1500,ACW,0.361115381
1500,COKE,0.202597897
1500,RLearner,0.19742746
1500,SR,0.60921524
1500,DR,0.160948285
1500,ACW,2.397311447
1500,COKE,0.188098113
1500,RLearner,0.17778599
1500,SR,0.427272216
1500,DR,0.250160005
1500,ACW,0.307085264
1500,COKE,0.190112141
1500,RLearner,0.158813652
1500,SR,0.314139148
1500,DR,0.319085691
1500,ACW,0.262208472
1500,COKE,0.128120917
1500,RLearner,0.181890555
1500,SR,0.365625713
1500,DR,0.16681695
1500,ACW,0.187882022
1500,COKE,0.168996851
1500,RLearner,0.163077858
1500,SR,0.251469335
1500,DR,0.24374349
1500,ACW,0.326376638
1500,COKE,0.133502641
1500,RLearner,0.16564426
1500,SR,0.335819743
1500,DR,0.367081851
1500,ACW,1.690416907
1500,COKE,0.18966922
1500,RLearner,0.192891471
1500,SR,0.274095301
1500,DR,0.182855834
1500,ACW,0.362823935
1500,COKE,0.140791207
1500,RLearner,0.185144842
1500,SR,0.255413143
1500,DR,0.222221545
1500,ACW,0.264386434
1500,COKE,0.163296663
1500,RLearner,0.158432723
1500,SR,0.342325328
1500,DR,0.172950403
1500,ACW,0.210946581
1500,COKE,0.157413846
1500,RLearner,0.180046799
1500,SR,0.323208791
1500,DR,0.242108544
1500,ACW,0.477873016
1500,COKE,0.146925434
1500,RLearner,0.22596644
1500,SR,0.682201955
1500,DR,0.185713881
1500,ACW,0.232967353
1500,COKE,0.179699703
1500,RLearner,0.181428507
1500,SR,0.459601789
1500,DR,0.347052196
1500,ACW,0.448196927
1500,COKE,0.200424282
1500,RLearner,0.210563798
1500,SR,0.294383768
1500,DR,0.18355232
1500,ACW,0.327385675
1500,COKE,0.142733696
1500,RLearner,0.179542263
1500,SR,0.444486136
1500,DR,0.216967561
1500,ACW,0.461698527
1500,COKE,0.173862269
1500,RLearner,0.173910948
1500,SR,0.389411451
1500,DR,0.20042488
1500,ACW,0.297990667
1500,COKE,0.233776352
1500,RLearner,0.161883787
1500,SR,0.507347024
1500,DR,0.189851384
1500,ACW,15.92747858
1500,COKE,0.182784901
1500,RLearner,0.153419667
1500,SR,0.293482702
1500,DR,0.231876763
1500,ACW,7.068468519
1500,COKE,0.140991256
1500,RLearner,0.202562248
1500,SR,0.449757324
1500,DR,0.322538203
1500,ACW,1.126827293
1500,COKE,0.139345526
1500,RLearner,0.224499025
1500,SR,0.294820274
1500,DR,0.179939836
1500,ACW,0.684828772
1500,COKE,0.146501564
1500,RLearner,0.164207322
1500,SR,0.309000893
1500,DR,0.181401936
1500,ACW,0.389735787
1500,COKE,0.141526004
1500,RLearner,0.130354908
1500,SR,0.354684008
1500,DR,0.222249462
1500,ACW,0.347870594
1500,COKE,0.199058605
1500,RLearner,0.173332444
1500,SR,0.444577699
1500,DR,0.190394738
1500,ACW,0.903873415
1500,COKE,0.200170955
1500,RLearner,0.159789963
1500,SR,0.332804988
1500,DR,0.280501752
1500,ACW,0.380066265
1500,COKE,0.150248001
1500,RLearner,0.23605886
1500,SR,0.311003717
1500,DR,0.161800712
1500,ACW,0.78733103
1500,COKE,0.145812716
1500,RLearner,0.211706276
1500,SR,0.379857268
1500,DR,0.19656472
1500,ACW,1.83026836
1500,COKE,0.159399506
1500,RLearner,0.146245054
1500,SR,0.393558027
1500,DR,0.230467363
1500,ACW,0.239713804
1500,COKE,0.162816176
1500,RLearner,0.209447455
1500,SR,0.357205575
1500,DR,0.229422631
1500,ACW,0.645032278
1500,COKE,0.190922417
1500,RLearner,0.141961385
1500,SR,0.377678989
1500,DR,0.210037006
1500,ACW,0.167350967
1500,COKE,0.140412189
1500,RLearner,0.185831854
1500,SR,0.517408267
1500,DR,0.187723347
1500,ACW,2.613801094
1500,COKE,0.183171282
1500,RLearner,0.186891055
1500,SR,0.209392712
1500,DR,0.232631553
1500,ACW,0.36668944
1500,COKE,0.135904473
1500,RLearner,0.176695065
1500,SR,0.282999779
1500,DR,0.21692781
1500,ACW,0.739920719
1500,COKE,0.138902917
1500,RLearner,0.24266969
1500,SR,0.30878965
1500,DR,0.325685724
1500,ACW,0.184409538
1500,COKE,0.221228551
1500,RLearner,0.187274438
1500,SR,0.400790534
1500,DR,0.250612091
1500,ACW,0.680680879
1500,COKE,0.174924021
1500,RLearner,0.2021512
1500,SR,0.327304551
1500,DR,0.197494678
1500,ACW,1.008389487
1500,COKE,0.174514221
1500,RLearner,0.144981189
1500,SR,0.264918768
1500,DR,0.23784456
1500,ACW,0.369128969
1500,COKE,0.164133922
1500,RLearner,0.201189308
1500,SR,0.387405558
1500,DR,0.23980758
1500,ACW,4.770923242
1500,COKE,0.138166057
1500,RLearner,0.189048297
1500,SR,0.433935415
1500,DR,0.194224907
1500,ACW,0.227675044
1500,COKE,0.219755422
1500,RLearner,0.183539185
1500,SR,0.340339974
1500,DR,0.224512747
1500,ACW,2.826039582
1500,COKE,0.17040313
1500,RLearner,0.214234697
1500,SR,0.468071278
1500,DR,0.214087466
1500,ACW,0.318624607
1500,COKE,0.164271322
1500,RLearner,0.156059771
1500,SR,0.289018387
1500,DR,0.335341375
1500,ACW,0.354084736
1500,COKE,0.149546421
1500,RLearner,0.197266543
1500,SR,0.290387184
1500,DR,0.25182218
1500,ACW,8.510097041
1500,COKE,0.178073624
1500,RLearner,0.184724844
1500,SR,0.313492131
1500,DR,0.206374227
1500,ACW,0.263852937
1500,COKE,0.149740527
1500,RLearner,0.18827545
1500,SR,0.318085919
1500,DR,0.199323667
1500,ACW,0.448599913
1500,COKE,0.14819568
1500,RLearner,0.206658907
1500,SR,0.323348281
1500,DR,0.182559201
1500,ACW,0.230455394
1500,COKE,0.152062783
1500,RLearner,0.170725385
1500,SR,0.358667142
1500,DR,0.168704684
1500,ACW,0.317168405
1500,COKE,0.16357321
1500,RLearner,0.171634387
1500,SR,0.280331571
1500,DR,0.268523963
1500,ACW,0.189526782
1500,COKE,0.136688344
1500,RLearner,0.22394125
1500,SR,0.373212355
1500,DR,0.245881837
1500,ACW,1.057361713
1500,COKE,0.133305315
1500,RLearner,0.1935531
1500,SR,0.303875231
1500,DR,0.245288696
1500,ACW,0.551700276
1500,COKE,0.173568133
1500,RLearner,0.244184886
1500,SR,0.276375169
1500,DR,0.185896252
1500,ACW,0.257781267
1500,COKE,0.15546025
1500,RLearner,0.165659628
1500,SR,0.268511662
1500,DR,0.271881734
1500,ACW,8.335197452
1500,COKE,0.122332913
1500,RLearner,0.183357586
1500,SR,0.641736557
1500,DR,0.158544794
1500,ACW,0.255576653
1500,COKE,0.187379492
1500,RLearner,0.197092506
1500,SR,0.397680169
1500,DR,0.232622319
1500,ACW,0.178865351
1500,COKE,0.156242334
1500,RLearner,0.135197456
1500,SR,0.233428766
1500,DR,0.234802237
1500,ACW,1.103292304
1500,COKE,0.121965732
1500,RLearner,0.166464922
1500,SR,0.35269802
1500,DR,0.179100639
1500,ACW,0.407297181
1500,COKE,0.15495935
1500,RLearner,0.175590962
1500,SR,0.388778305
1500,DR,0.21785272
1500,ACW,0.320518601
1500,COKE,0.139399338
1500,RLearner,0.159302593
1500,SR,0.280513745
1500,DR,0.167524155
1500,ACW,0.273178571
1500,COKE,0.117547491
1500,RLearner,0.134210099
1500,SR,0.412918076
1500,DR,0.285916429
1500,ACW,4.390394993
1500,COKE,0.142659156
1500,RLearner,0.171130048
1500,SR,0.319233746
1500,DR,0.372324786
1500,ACW,0.34867697
1500,COKE,0.157106848
1500,RLearner,0.165617032
1500,SR,0.434081526
1500,DR,0.226053015
1500,ACW,1.39988556
1500,COKE,0.129116785
1500,RLearner,0.227937144
1500,SR,0.367787478
1500,DR,0.287554021
1500,ACW,0.487307085
1500,COKE,0.164045822
1500,RLearner,0.211848148
1500,SR,0.443269751
1500,DR,0.188713891
1500,ACW,0.358959393
1500,COKE,0.15848663
1500,RLearner,0.149936519
1500,SR,0.323696293
1500,DR,0.216036896
1500,ACW,0.294841942
1500,COKE,0.143107456
1500,RLearner,0.170265858
1500,SR,0.415228135
1500,DR,0.275049032
1500,ACW,0.173317582
1500,COKE,0.135818613
1500,RLearner,0.21292043
1500,SR,0.213920989
1500,DR,0.252021136
1500,ACW,0.361383169
1500,COKE,0.116876976
1500,RLearner,0.159933744
1500,SR,0.299167628
1500,DR,0.211336274
1500,ACW,0.164901739
1500,COKE,0.118271023
1500,RLearner,0.186398947
1500,SR,0.3011864
1500,DR,0.228913881
1500,ACW,1.756043323
1500,COKE,0.134090329
1500,RLearner,0.168345429
1500,SR,0.294488237
1500,DR,0.155396231
1500,ACW,0.327237517
1500,COKE,0.159611061
1500,RLearner,0.166060787
1500,SR,0.346742051
1500,DR,0.208340104
1500,ACW,0.375726671
1500,COKE,0.205155225
1500,RLearner,0.158365078
1500,SR,0.512871735
1500,DR,0.21688301
1500,ACW,1.789406471
1500,COKE,0.159243361
1500,RLearner,0.203212143
1500,SR,0.236614997
1500,DR,0.327457849
1500,ACW,1.239764554
1500,COKE,0.161619892
1500,RLearner,0.193438725
1500,SR,0.266060073
1500,DR,0.180251924
1500,ACW,0.465342812
1500,COKE,0.160422323
1500,RLearner,0.156009935
1500,SR,0.275716018
1500,DR,0.235441939
1500,ACW,0.437357566
1500,COKE,0.129693499
1500,RLearner,0.172215202
1500,SR,0.352086059
1500,DR,0.162675437
1500,ACW,0.347103997
1500,COKE,0.163647089
1500,RLearner,0.155475677
1500,SR,0.502201012
1500,DR,0.166762865
1500,ACW,0.294587181
1500,COKE,0.213807648
1500,RLearner,0.167210589
1500,SR,0.281029264
1500,DR,0.381112912
1500,ACW,1.815473689
1500,COKE,0.140241686
1500,RLearner,0.255467898
1500,SR,0.349058235
1500,DR,0.24400285
1500,ACW,0.27354895
1500,COKE,0.140642105
1500,RLearner,0.221628025
1500,SR,0.26013707
1500,DR,0.377247619
1500,ACW,5.66098155
1500,COKE,0.121034798
1500,RLearner,0.169904151
1500,SR,0.459452316
1500,DR,0.148584078
1500,ACW,0.616759896
1500,COKE,0.155302003
1500,RLearner,0.190120128
1500,SR,0.399662525
1500,DR,0.189012459
1500,ACW,0.448287136
1500,COKE,0.195866757
1500,RLearner,0.215494906
1500,SR,0.231299237
1500,DR,0.21514422
1500,ACW,0.240919237
1500,COKE,0.144476415
1500,RLearner,0.23163313
1500,SR,0.268342124
1500,DR,0.327394358
1500,ACW,0.404987724
1500,COKE,0.141787957
1500,RLearner,0.163262356
1500,SR,0.30021087
1500,DR,0.170863541
1500,ACW,8.592217038
1500,COKE,0.161610359
1500,RLearner,0.154787058
1500,SR,0.385728878
1500,DR,0.203349713
1500,ACW,0.269360797
1500,COKE,0.127645968
1500,RLearner,0.15819277
1500,SR,0.31714941
1500,DR,0.227790527
1500,ACW,1.316809627
1500,COKE,0.157216594
1500,RLearner,0.208479126
1500,SR,0.289010597
1500,DR,0.339072718
1500,ACW,1.090456445
1500,COKE,0.16763756
1500,RLearner,0.195707631
1500,SR,0.31730461
1500,DR,0.191699151
1500,ACW,0.472684674
1500,COKE,0.146561026
1500,RLearner,0.184411652
1500,SR,0.355412647
1500,DR,0.157753346
1500,ACW,0.709562268
1500,COKE,0.186628154
1500,RLearner,0.15483718
1500,SR,0.351826885
1500,DR,0.206314424
1500,ACW,0.473104922
1500,COKE,0.184204952
1500,RLearner,0.183520438
1500,SR,0.301486652
1500,DR,0.236610155
1500,ACW,0.64975483
1500,COKE,0.143418069
1500,RLearner,0.210853736
1500,SR,0.326451427
1500,DR,0.205855836
1500,ACW,1.632069631
1500,COKE,0.146699868
1500,RLearner,0.196120711
1500,SR,0.384195323
1500,DR,0.242739759
1500,ACW,0.343574126
1500,COKE,0.152603013
1500,RLearner,0.195031656
1500,SR,0.360129489
1500,DR,0.224192789
1500,ACW,0.219373385
1500,COKE,0.171031958
1500,RLearner,0.149887008
1500,SR,0.492415056
1500,DR,0.135488932
1500,ACW,0.422115875
1500,COKE,0.180144646
1500,RLearner,0.171956658
1500,SR,0.244962125
1500,DR,0.173230352
1500,ACW,0.281032008
1500,COKE,0.136153254
1500,RLearner,0.14402011
1500,SR,0.273710655
1500,DR,0.268246032
1500,ACW,0.984947063
1500,COKE,0.159191627
1500,RLearner,0.229264264
1500,SR,0.462004728
1500,DR,0.175507594
1500,ACW,0.90406915
1500,COKE,0.214278839
1500,RLearner,0.214441209
1500,SR,0.51203197
1500,DR,0.372208323
1500,ACW,0.62929816
1500,COKE,0.209810417
1500,RLearner,0.15033585
1500,SR,0.300221725
1500,DR,0.154401426
1500,ACW,0.605979303
1500,COKE,0.161692001
1500,RLearner,0.147776453
