nt,method,risk
750,COKE,0.270548191
750,RLearner,0.195015314
750,SR,0.440812958
750,DR,0.349306928
750,ACW,0.430106102
750,COKE,0.181037098
750,RLearner,0.42001492
750,SR,0.501611054
750,DR,0.372714405
750,ACW,1.043226429
750,COKE,0.219473891
750,RLearner,0.351984514
750,SR,0.560520496
750,DR,0.381009425
750,ACW,0.38201734
750,COKE,0.167305294
750,RLearner,0.268729194
750,SR,0.494197611
750,DR,0.339279574
750,ACW,0.44390007
750,COKE,0.142071312
750,RLearner,0.199545792
750,SR,0.764756801
750,DR,0.287836672
750,ACW,1.382123185
750,COKE,0.325656939
750,RLearner,0.226630875
750,SR,0.496525122
750,DR,0.343467512
750,ACW,0.322782498
750,COKE,0.18098863
750,RLearner,0.246814293
750,SR,0.633798288
750,DR,0.381249923
750,ACW,1.107139859
750,COKE,0.271035597
750,RLearner,0.171690174
750,SR,0.5959711
750,DR,0.208730669
750,ACW,0.254092755
750,COKE,0.228419644
750,RLearner,0.239704028
750,SR,0.298633451
750,DR,0.579392518
750,ACW,1.862710102
750,COKE,0.180663474
750,RLearner,0.327458674
750,SR,0.288076714
750,DR,0.448361102
750,ACW,0.19705851
750,COKE,0.190657756
750,RLearner,0.259820533
750,SR,0.713015616
750,DR,0.192116401
750,ACW,0.407728122
750,COKE,0.210303205
750,RLearner,0.229134984
750,SR,0.427742917
750,DR,0.235447443
750,ACW,0.200125114
750,COKE,0.18869613
750,RLearner,0.186475056
750,SR,0.642524685
750,DR,0.234347171
750,ACW,3.767280482
750,COKE,0.199474468
750,RLearner,0.289273478
750,SR,0.458208487
750,DR,0.291514107
750,ACW,0.2807096
750,COKE,0.255854962
750,RLearner,0.252412281
750,SR,0.501002565
750,DR,0.404371917
750,ACW,1.252984325
750,COKE,0.261190515
750,RLearner,0.265029065
750,SR,0.678141559
750,DR,0.230279686
750,ACW,0.887600505
750,COKE,0.272914784
750,RLearner,0.260700093
750,SR,0.725125876
750,DR,0.409407368
750,ACW,5.571971704
750,COKE,0.207804138
750,RLearner,0.292979701
750,SR,0.455567164
750,DR,0.331475926
750,ACW,0.658248893
750,COKE,0.241232613
750,RLearner,0.280444211
750,SR,0.290756079
750,DR,0.333078085
750,ACW,4.536641518
750,COKE,0.164841612
750,RLearner,0.298184071
750,SR,0.510385763
750,DR,0.513701871
750,ACW,7.442997903
750,COKE,0.201362523
750,RLearner,0.384250724
750,SR,0.519381923
750,DR,0.42738958
750,ACW,0.47986511
750,COKE,0.202391061
750,RLearner,0.269352652
750,SR,0.614503046
750,DR,0.309708345
750,ACW,6.626607887
750,COKE,0.358368336
750,RLearner,0.166437746
750,SR,0.537329739
750,DR,0.429114243
750,ACW,0.430380683
750,COKE,0.184204716
750,RLearner,0.345215266
750,SR,0.622025865
750,DR,0.201620626
750,ACW,0.36134193
750,COKE,0.311861856
750,RLearner,0.190860455
750,SR,0.403241343
750,DR,0.646282629
750,ACW,0.431661683
750,COKE,0.191644468
750,RLearner,0.43467529
750,SR,0.386018395
750,DR,0.420424344
750,ACW,1.587995884
750,COKE,0.170591427
750,RLearner,0.201400099
750,SR,0.551878203
750,DR,0.309397792
750,ACW,3.159533307
750,COKE,0.190308913
750,RLearner,0.203809536
750,SR,0.475882891
750,DR,0.324377307
750,ACW,0.581957638
750,COKE,0.191980467
750,RLearner,0.333447915
750,SR,0.33900097
750,DR,0.381411711
750,ACW,0.316179584
750,COKE,0.153976831
750,RLearner,0.286207733
750,SR,0.334658882
750,DR,0.464332711
750,ACW,0.485737466
750,COKE,0.186026378
750,RLearner,0.326261172
750,SR,0.539128933
750,DR,0.238933924
750,ACW,3.643643319
750,COKE,0.214085329
750,RLearner,0.247038064
750,SR,0.431148068
750,DR,0.411438236
750,ACW,0.466961287
750,COKE,0.193668329
750,RLearner,0.254698217
750,SR,0.454918231
750,DR,0.348253041
750,ACW,9.173554735
750,COKE,0.220295254
750,RLearner,0.313299085
750,SR,0.520548175
750,DR,0.372092784
750,ACW,0.472744131
750,COKE,0.215408781
750,RLearner,0.315485221
750,SR,0.468804626
750,DR,0.290115512
750,ACW,4.265249211
750,COKE,0.279559432
750,RLearner,0.259630975
750,SR,0.407177003
750,DR,0.43160787
750,ACW,1.589685611
750,COKE,0.180821707
750,RLearner,0.295935252
750,SR,0.663317396
750,DR,0.224575994
750,ACW,2.260022366
750,COKE,0.427716511
750,RLearner,0.170305514
750,SR,0.438430302
750,DR,0.413492553
750,ACW,1.408969526
750,COKE,0.190026254
750,RLearner,0.32967405
750,SR,0.309066657
750,DR,0.213957218
750,ACW,16.45765254
750,COKE,0.162263369
750,RLearner,0.206503494
750,SR,0.343921531
750,DR,0.383818808
750,ACW,2.723340989
750,COKE,0.180990629
750,RLearner,0.316899876
750,SR,0.437318881
750,DR,0.470307767
750,ACW,0.443860226
750,COKE,0.183271105
750,RLearner,0.235478469
750,SR,0.369133504
750,DR,0.266294424
750,ACW,8.100396482
750,COKE,0.216573817
750,RLearner,0.249227867
750,SR,0.543928621
750,DR,0.216673219
750,ACW,0.487691619
750,COKE,0.264451043
750,RLearner,0.206650211
750,SR,0.31787658
750,DR,0.326840072
750,ACW,0.514783222
750,COKE,0.228343931
750,RLearner,0.266301718
750,SR,0.396262317
750,DR,0.468587839
750,ACW,4.221412372
750,COKE,0.21477323
750,RLearner,0.314384119
750,SR,0.666060735
750,DR,0.35984431
750,ACW,0.365518412
750,COKE,0.173287019
750,RLearner,0.275819851
750,SR,0.401654531
750,DR,0.244714619
750,ACW,0.210608458
750,COKE,0.324390251
750,RLearner,0.273442988
750,SR,0.50250511
750,DR,0.360925321
750,ACW,0.449784244
750,COKE,0.179267481
750,RLearner,0.241665294
750,SR,0.440354015
750,DR,0.257437462
750,ACW,2.091599946
750,COKE,0.201636563
750,RLearner,0.257836738
750,SR,0.601134517
750,DR,0.397004136
750,ACW,0.384101644
750,COKE,0.286635468
750,RLearner,0.325706635
750,SR,0.375344302
750,DR,0.352819049
750,ACW,0.449720406
750,COKE,0.219986921
750,RLearner,0.234477587
750,SR,0.344947517
750,DR,0.284261562
750,ACW,1.983744665
750,COKE,0.255215254
750,RLearner,0.23964532
750,SR,0.745135063
750,DR,0.391649531
750,ACW,4.972973706
750,COKE,0.194264571
750,RLearner,0.219716384
750,SR,0.418541203
750,DR,0.326054214
750,ACW,0.349251409
750,COKE,0.166660895
750,RLearner,0.218289494
750,SR,0.687462799
750,DR,0.272883611
750,ACW,0.479541016
750,COKE,0.236306558
750,RLearner,0.237433155
750,SR,0.397969228
750,DR,0.354292949
750,ACW,4.854784354
750,COKE,0.175085423
750,RLearner,0.199452284
750,SR,0.359814594
750,DR,0.410960834
750,ACW,2.083933938
750,COKE,0.174255539
750,RLearner,0.29858363
750,SR,0.576019025
750,DR,0.287688562
750,ACW,0.234911932
750,COKE,0.314223015
750,RLearner,0.203675321
750,SR,0.395715918
750,DR,0.295853179
750,ACW,22.21927287
750,COKE,0.15866294
750,RLearner,0.26299258
750,SR,0.317860817
750,DR,0.413002877
750,ACW,0.498400601
750,COKE,0.154328478
750,RLearner,0.299121577
750,SR,0.882250968
750,DR,0.36575575
750,ACW,0.956730996
750,COKE,0.240404073
750,RLearner,0.290367883
750,SR,0.808767733
750,DR,0.207636295
750,ACW,1.556237671
750,COKE,0.353696548
750,RLearner,0.231645845
750,SR,0.358016535
750,DR,0.443847254
750,ACW,3.612691176
750,COKE,0.178068762
750,RLearner,0.258979834
1000,SR,0.296527287
1000,DR,0.21765842
1000,ACW,0.282232981
1000,COKE,0.232309701
1000,RLearner,0.212190879
1000,SR,0.496994142
1000,DR,0.274653189
1000,ACW,0.415807531
1000,COKE,0.173756691
1000,RLearner,0.239642445
1000,SR,0.445752198
1000,DR,0.412973379
1000,ACW,0.264097884
1000,COKE,0.224655497
1000,RLearner,0.276142238
1000,SR,0.282603238
1000,DR,0.301796673
1000,ACW,0.498967137
1000,COKE,0.165642054
1000,RLearner,0.257906412
1000,SR,0.434638908
1000,DR,0.370197335
1000,ACW,11.40862889
1000,COKE,0.166500596
1000,RLearner,0.250141371
1000,SR,0.410559545
1000,DR,0.328154622
1000,ACW,0.425172972
1000,COKE,0.166393684
1000,RLearner,0.330624865
1000,SR,0.556634797
1000,DR,0.219605111
1000,ACW,0.187800463
1000,COKE,0.282494719
1000,RLearner,0.249491132
1000,SR,0.394041854
1000,DR,0.333109251
1000,ACW,0.369203954
1000,COKE,0.156378503
1000,RLearner,0.229242523
1000,SR,0.401617826
1000,DR,0.24798309
1000,ACW,5.424799912
1000,COKE,0.186780907
1000,RLearner,0.25616941
1000,SR,0.40213346
1000,DR,0.485702472
1000,ACW,0.333395225
1000,COKE,0.184462716
1000,RLearner,0.156624499
1000,SR,0.450083169
1000,DR,0.421624839
1000,ACW,0.306651572
1000,COKE,0.15575887
1000,RLearner,0.22034496
1000,SR,0.338709892
1000,DR,0.319361373
1000,ACW,0.506357703
1000,COKE,0.187116387
1000,RLearner,0.284915287
1000,SR,0.455097537
1000,DR,0.346561177
1000,ACW,0.428511169
1000,COKE,0.208482111
1000,RLearner,0.270532536
1000,SR,0.408009474
1000,DR,0.178924719
1000,ACW,0.369286361
1000,COKE,0.149325499
1000,RLearner,0.18162896
1000,SR,0.329001407
1000,DR,0.243485628
1000,ACW,0.611983799
1000,COKE,0.183733473
1000,RLearner,0.235515648
1000,SR,0.350933489
1000,DR,0.439743876
1000,ACW,0.481816306
1000,COKE,0.153886599
1000,RLearner,0.255733454
1000,SR,0.85865053
1000,DR,0.192952883
1000,ACW,1.025208228
1000,COKE,0.296860369
1000,RLearner,0.170852682
1000,SR,0.407697814
1000,DR,0.325248266
1000,ACW,1.13952502
1000,COKE,0.183228926
1000,RLearner,0.208812488
1000,SR,0.401846405
1000,DR,0.312180084
1000,ACW,0.170009164
1000,COKE,0.173073092
1000,RLearner,0.240644787
1000,SR,0.35732422
1000,DR,0.289612384
1000,ACW,2.414839946
1000,COKE,0.179463492
1000,RLearner,0.266593283
1000,SR,0.439953949
1000,DR,0.169862544
1000,ACW,0.23593702
1000,COKE,0.2823592
1000,RLearner,0.167670195
1000,SR,0.349973827
1000,DR,0.24029413
1000,ACW,0.268077732
1000,COKE,0.228203375
1000,RLearner,0.189729915
1000,SR,0.381012758
1000,DR,0.367683957
1000,ACW,0.275576979
1000,COKE,0.233976468
1000,RLearner,0.247386872
1000,SR,0.477988659
1000,DR,0.201881323
1000,ACW,0.359010676
1000,COKE,0.271150804
1000,RLearner,0.229525619
1000,SR,0.482117404
1000,DR,0.324607235
1000,ACW,1.035886675
1000,COKE,0.259182962
1000,RLearner,0.193078583
1000,SR,0.319403138
1000,DR,0.336586609
1000,ACW,12.39135361
1000,COKE,0.148962222
1000,RLearner,0.284168208
1000,SR,0.437573418
1000,DR,0.289901286
1000,ACW,0.268228591
1000,COKE,0.188642152
1000,RLearner,0.204497155
1000,SR,0.246930821
1000,DR,0.230464419
1000,ACW,0.510814694
1000,COKE,0.210673209
1000,RLearner,0.151414475
1000,SR,0.45907336
1000,DR,0.427599174
1000,ACW,0.441891896
1000,COKE,0.216261917
1000,RLearner,0.225135344
1000,SR,0.321964502
1000,DR,0.164280039
1000,ACW,3.176449897
1000,COKE,0.114136238
1000,RLearner,0.17191553
1000,SR,0.384928809
1000,DR,0.282501258
1000,ACW,0.398679716
1000,COKE,0.169762805
1000,RLearner,0.246542066
1000,SR,0.280928247
1000,DR,0.285816206
1000,ACW,0.438823354
1000,COKE,0.165293619
1000,RLearner,0.263121163
1000,SR,0.457480842
1000,DR,0.337988775
1000,ACW,0.275526795
1000,COKE,0.162694647
1000,RLearner,0.311521515
1000,SR,0.427857832
1000,DR,0.344794334
1000,ACW,30.25911617
1000,COKE,0.170362802
1000,RLearner,0.225997907
1000,SR,0.334333044
1000,DR,0.231926298
1000,ACW,10.06943433
1000,COKE,0.182340372
1000,RLearner,0.291397862
1000,SR,0.414316476
1000,DR,0.357635419
1000,ACW,0.232213735
1000,COKE,0.173478234
1000,RLearner,0.215913114
1000,SR,0.538896331
1000,DR,0.250845132
1000,ACW,0.243208781
1000,COKE,0.244671175
1000,RLearner,0.235409211
1000,SR,0.36807371
1000,DR,0.230069636
1000,ACW,0.480753952
1000,COKE,0.156094954
1000,RLearner,0.19606265
1000,SR,0.211070737
1000,DR,0.360399501
1000,ACW,9.425988871
1000,COKE,0.145614008
1000,RLearner,0.250602736
1000,SR,0.384102565
1000,DR,0.321828714
1000,ACW,4.194532431
1000,COKE,0.215489327
1000,RLearner,0.300636044
1000,SR,0.488654986
1000,DR,0.424315692
1000,ACW,1.12222227
1000,COKE,0.227434009
1000,RLearner,0.240650519
1000,SR,0.453049726
1000,DR,0.287986049
1000,ACW,1.371516314
1000,COKE,0.190799105
1000,RLearner,0.204971351
1000,SR,0.373843651
1000,DR,0.321228806
1000,ACW,0.403874519
1000,COKE,0.149321055
1000,RLearner,0.293759083
1000,SR,0.657007706
1000,DR,0.3785931
1000,ACW,0.334439153
1000,COKE,0.211254974
1000,RLearner,0.183011982
1000,SR,0.633213715
1000,DR,0.33502669
1000,ACW,0.286659171
1000,COKE,0.145076237
1000,RLearner,0.176396851
1000,SR,0.46377507
1000,DR,0.447079369
1000,ACW,0.699023264
1000,COKE,0.170745009
1000,RLearner,0.330614191
1000,SR,0.448178361
1000,DR,0.558095358
1000,ACW,0.429507549
1000,COKE,0.192740039
1000,RLearner,0.182587966
1000,SR,0.456202618
1000,DR,0.26953264
1000,ACW,0.442805364
1000,COKE,0.237340169
1000,RLearner,0.228198338
1000,SR,0.399717471
1000,DR,0.207021282
1000,ACW,1.408123036
1000,COKE,0.199256366
1000,RLearner,0.20394308
1000,SR,0.502651102
1000,DR,0.232725858
1000,ACW,11.70770273
1000,COKE,0.232229114
1000,RLearner,0.278151184
1000,SR,0.377765959
1000,DR,0.333147325
1000,ACW,0.590170841
1000,COKE,0.207575413
1000,RLearner,0.198164301
1000,SR,0.428585791
1000,DR,0.482558824
1000,ACW,1.309423133
1000,COKE,0.176874411
1000,RLearner,0.169164582
1000,SR,0.308513101
1000,DR,0.327201995
1000,ACW,0.490061225
1000,COKE,0.194027461
1000,RLearner,0.184503821
1000,SR,0.531901438
1000,DR,0.244901051
1000,ACW,0.231414546
1000,COKE,0.284102656
1000,RLearner,0.183419474
1000,SR,0.30425144
1000,DR,0.3976008
1000,ACW,0.494587276
1000,COKE,0.162887813
1000,RLearner,0.279335687
1000,SR,0.364721921
1000,DR,0.270952455
1000,ACW,0.745978551
1000,COKE,0.21353849
1000,RLearner,0.228356245
1000,SR,0.664701457
1000,DR,0.246454319
1000,ACW,0.952527679
1000,COKE,0.240491638
1000,RLearner,0.232416695
1000,SR,0.361207602
1000,DR,0.263000922
1000,ACW,0.350908217
1000,COKE,0.1623126
1000,RLearner,0.155634251
1000,SR,0.419463769
1000,DR,0.234783276
1000,ACW,1.37566517
1000,COKE,0.192614402
1000,RLearner,0.173743724
1000,SR,0.330890017
1000,DR,0.237764708
1000,ACW,0.364180262
1000,COKE,0.197015245
1000,RLearner,0.21535103
1000,SR,0.335812549
1000,DR,0.406620256
1000,ACW,0.663091511
1000,COKE,0.171166086
1000,RLearner,0.267916034
1000,SR,0.357001843
1000,DR,0.317507594
1000,ACW,0.264786282
1000,COKE,0.162350471
1000,RLearner,0.250570585
1000,SR,0.474864719
1000,DR,0.210990279
1000,ACW,0.487826154
1000,COKE,0.191582242
1000,RLearner,0.250651543
1000,SR,0.546471186
1000,DR,0.20033132
1000,ACW,1.479383052
1000,COKE,0.308863313
1000,RLearner,0.173019237
1000,SR,0.34153416
1000,DR,0.582961492
1000,ACW,0.503221498
1000,COKE,0.217987244
1000,RLearner,0.356395896
1000,SR,0.363136947
1000,DR,0.279225178
1000,ACW,0.228428224
1000,COKE,0.162573331
1000,RLearner,0.247423368
1000,SR,0.254480369
1000,DR,0.574202142
1000,ACW,3.264536962
1000,COKE,0.179616587
1000,RLearner,0.248064755
1000,SR,0.511284258
1000,DR,0.314508321
1000,ACW,0.448264574
1000,COKE,0.187870847
1000,RLearner,0.258730717
1000,SR,0.457654268
1000,DR,0.275359608
1000,ACW,1.794569117
1000,COKE,0.164046171
1000,RLearner,0.19995657
1000,SR,0.267584082
1000,DR,0.283375184
1000,ACW,9.12408843
1000,COKE,0.149490941
1000,RLearner,0.327615298
1000,SR,0.376432653
1000,DR,0.251805084
1000,ACW,37.8302027
1000,COKE,0.16121729
1000,RLearner,0.276536836
1000,SR,0.245657353
1000,DR,0.265889626
1000,ACW,0.215217437
1000,COKE,0.165048136
1000,RLearner,0.20089711
1000,SR,0.436270886
1000,DR,0.378721542
1000,ACW,0.31835554
1000,COKE,0.174478703
1000,RLearner,0.184420061
1000,SR,0.467462152
1000,DR,0.217773845
1000,ACW,0.573468764
1000,COKE,0.18247118
1000,RLearner,0.206799438
1000,SR,0.327264228
1000,DR,0.42603725
1000,ACW,0.496612215
1000,COKE,0.162431184
1000,RLearner,0.274721316
1000,SR,0.560974939
1000,DR,0.215130206
1000,ACW,0.337402285
1000,COKE,0.20119181
1000,RLearner,0.163569656
1000,SR,0.27572479
1000,DR,0.341870464
1000,ACW,0.758552628
1000,COKE,0.134150922
1000,RLearner,0.217590367
1000,SR,0.508072025
1000,DR,0.241649623
1000,ACW,0.281342805
1000,COKE,0.225676858
1000,RLearner,0.179419786
1000,SR,0.32018757
1000,DR,0.277900633
1000,ACW,0.439216574
1000,COKE,0.135130163
1000,RLearner,0.301253556
1000,SR,0.652168249
1000,DR,0.289554784
1000,ACW,1.313792994
1000,COKE,0.163251094
1000,RLearner,0.219481258
1000,SR,0.543452613
1000,DR,0.32975407
1000,ACW,4.518373949
1000,COKE,0.181335696
1000,RLearner,0.25897708
1000,SR,0.249879412
1000,DR,0.340201891
1000,ACW,1.221417559
1000,COKE,0.148827543
1000,RLearner,0.218136865
1000,SR,0.351771466
1000,DR,0.327615054
1000,ACW,0.329085059
1000,COKE,0.198821158
1000,RLearner,0.228218009
1000,SR,0.269396816
1000,DR,0.365360073
1000,ACW,0.191360847
1000,COKE,0.128224543
1000,RLearner,0.315648455
1000,SR,0.302269105
1000,DR,0.152252053
1000,ACW,2.251262196
1000,COKE,0.185336464
1000,RLearner,0.209092988
1000,SR,0.640315193
1000,DR,0.253909154
1000,ACW,0.492879822
1000,COKE,0.21657125
1000,RLearner,0.314825785
1000,SR,0.350815326
1000,DR,0.265809921
1000,ACW,15.41887207
1000,COKE,0.189984143
1000,RLearner,0.239545611
1000,SR,0.340700507
1000,DR,0.239493354
1000,ACW,6.22214741
1000,COKE,0.172740483
1000,RLearner,0.270497847
1000,SR,0.304357725
1000,DR,0.421112301
1000,ACW,0.503673181
1000,COKE,0.17213039
1000,RLearner,0.272719873
1000,SR,0.324762503
1000,DR,0.302649317
1000,ACW,5.055665337
1000,COKE,0.163455847
1000,RLearner,0.195837333
1000,SR,0.306932405
1000,DR,0.365963017
1000,ACW,0.405767128
1000,COKE,0.153526009
1000,RLearner,0.18815241
1000,SR,0.506642306
1000,DR,0.246950458
1000,ACW,1.77680611
1000,COKE,0.177373899
1000,RLearner,0.20996905
1000,SR,0.513617762
1000,DR,0.34057395
1000,ACW,0.346436309
1000,COKE,0.205904042
1000,RLearner,0.224453153
1000,SR,0.386601735
1000,DR,0.330096605
1000,ACW,0.429328051
1000,COKE,0.155196513
1000,RLearner,0.225792887
1000,SR,0.292754031
1000,DR,0.335871701
1000,ACW,0.29299737
1000,COKE,0.14017439
1000,RLearner,0.183050374
1000,SR,0.390364238
1000,DR,0.243046166
1000,ACW,0.462107223
1000,COKE,0.181605653
1000,RLearner,0.20589401
1000,SR,0.255994265
1000,DR,0.223265151
1000,ACW,0.659955776
1000,COKE,0.121519837
1000,RLearner,0.185347504
1000,SR,0.40244177
1000,DR,0.225464902
1000,ACW,3.016272446
1000,COKE,0.201802177
1000,RLearner,0.263204513
1000,SR,0.35695786
1000,DR,0.270243404
1000,ACW,0.363107241
1000,COKE,0.16873629
1000,RLearner,0.244232263
1000,SR,0.55782015
1000,DR,0.40352564
1000,ACW,0.266203162
1000,COKE,0.149148901
1000,RLearner,0.213969958
1250,SR,0.723705512
1250,DR,0.187131966
1250,ACW,0.445096863
1250,COKE,0.231876318
1250,RLearner,0.178063846
1250,SR,0.447412515
1250,DR,0.282043496
1250,ACW,0.467367906
1250,COKE,0.179540349
1250,RLearner,0.279024149
1250,SR,0.378128508
1250,DR,0.181111781
1250,ACW,0.498220148
1250,COKE,0.141396404
1250,RLearner,0.182388534
1250,SR,0.428224668
1250,DR,0.198083977
1250,ACW,0.323593018
1250,COKE,0.157691221
1250,RLearner,0.217895241
1250,SR,0.310620825
1250,DR,0.263119852
1250,ACW,19.99417518
1250,COKE,0.135781239
1250,RLearner,0.176818455
1250,SR,0.261560474
1250,DR,0.238424181
1250,ACW,0.202011696
1250,COKE,0.158595419
1250,RLearner,0.211350329
1250,SR,0.459461579
1250,DR,0.326238667
1250,ACW,0.236081691
1250,COKE,0.185844396
1250,RLearner,0.289265908
1250,SR,0.306051133
1250,DR,0.162861292
1250,ACW,0.45931676
1250,COKE,0.169652547
1250,RLearner,0.217366246
1250,SR,0.263628666
1250,DR,0.390781237
1250,ACW,0.743714284
1250,COKE,0.160411406
1250,RLearner,0.206477931
1250,SR,0.338326514
1250,DR,0.254177372
1250,ACW,0.35293878
1250,COKE,0.140803968
1250,RLearner,0.175541784
1250,SR,0.308529678
1250,DR,0.216911636
1250,ACW,0.450751888
1250,COKE,0.125483863
1250,RLearner,0.159917123
1250,SR,0.302717681
1250,DR,0.180077105
1250,ACW,0.292068684
1250,COKE,0.217846573
1250,RLearner,0.197743421
1250,SR,0.236381575
1250,DR,0.306892773
1250,ACW,0.884359577
1250,COKE,0.132941626
1250,RLearner,0.234540531
1250,SR,0.296889396
1250,DR,0.286203062
1250,ACW,1.191956157
1250,COKE,0.146982577
1250,RLearner,0.241715548
1250,SR,0.386596517
1250,DR,0.287571398
1250,ACW,6.826053467
1250,COKE,0.170077583
1250,RLearner,0.232234504
1250,SR,0.444981613
1250,DR,0.361240874
1250,ACW,0.969083894
1250,COKE,0.152854162
1250,RLearner,0.195642098
1250,SR,0.328801917
1250,DR,0.368438842
1250,ACW,0.466656943
1250,COKE,0.149401603
1250,RLearner,0.200927426
1250,SR,0.293913906
1250,DR,0.276926939
1250,ACW,1.21470795
1250,COKE,0.157351998
1250,RLearner,0.198368844
1250,SR,0.306206277
1250,DR,0.188994906
1250,ACW,0.283784211
1250,COKE,0.178015414
1250,RLearner,0.190684235
1250,SR,0.262469911
1250,DR,0.220143347
1250,ACW,0.477387188
1250,COKE,0.152121446
1250,RLearner,0.182401586
1250,SR,0.26339667
1250,DR,0.217900013
1250,ACW,0.432983188
1250,COKE,0.15957052
1250,RLearner,0.19891314
1250,SR,0.385976465
1250,DR,0.284563587
1250,ACW,0.42192263
1250,COKE,0.158490579
1250,RLearner,0.214451766
1250,SR,0.390709765
1250,DR,0.27704905
1250,ACW,0.25192744
1250,COKE,0.128732958
1250,RLearner,0.258148738
1250,SR,0.315336358
1250,DR,0.195883002
1250,ACW,0.309069253
1250,COKE,0.146695364
1250,RLearner,0.225064108
1250,SR,0.393027113
1250,DR,0.194417978
1250,ACW,0.337410844
1250,COKE,0.173460044
1250,RLearner,0.176891907
1250,SR,0.371913253
1250,DR,0.344071893
1250,ACW,0.608558209
1250,COKE,0.159909258
1250,RLearner,0.277537438
1250,SR,0.261714047
1250,DR,0.293501892
1250,ACW,0.250742866
1250,COKE,0.108931333
1250,RLearner,0.171796292
1250,SR,0.334816786
1250,DR,0.250553639
1250,ACW,0.342609101
1250,COKE,0.171715581
1250,RLearner,0.178660237
1250,SR,0.445592501
1250,DR,0.255490362
1250,ACW,0.502428684
1250,COKE,0.166431737
1250,RLearner,0.16919039
1250,SR,0.46318875
1250,DR,0.263861218
1250,ACW,0.427083995
1250,COKE,0.142112357
1250,RLearner,0.159407583
1250,SR,0.338901577
1250,DR,0.31649824
1250,ACW,1.932589238
1250,COKE,0.148406944
1250,RLearner,0.202817567
1250,SR,0.310840653
1250,DR,0.280777435
1250,ACW,24.66166282
1250,COKE,0.151853088
1250,RLearner,0.198924225
1250,SR,0.468731605
1250,DR,0.189804923
1250,ACW,0.494930408
1250,COKE,0.172439212
1250,RLearner,0.175073722
1250,SR,0.493548745
1250,DR,0.185833619
1250,ACW,0.328779808
1250,COKE,0.147490462
1250,RLearner,0.196078024
1250,SR,0.254816484
1250,DR,0.35032034
1250,ACW,0.502307091
1250,COKE,0.166021337
1250,RLearner,0.218378554
1250,SR,0.242502965
1250,DR,0.143427338
1250,ACW,0.473479527
1250,COKE,0.114038184
1250,RLearner,0.187535866
1250,SR,0.290465184
1250,DR,0.165866066
1250,ACW,0.273493153
1250,COKE,0.190114234
1250,RLearner,0.164374069
1250,SR,0.336123881
1250,DR,0.256141188
1250,ACW,0.226418727
1250,COKE,0.156827831
1250,RLearner,0.206842715
1250,SR,0.347848505
1250,DR,0.240361571
1250,ACW,0.226110766
1250,COKE,0.178163737
1250,RLearner,0.236637573
1250,SR,0.476383373
1250,DR,0.226074472
1250,ACW,0.23058616
1250,COKE,0.149163055
1250,RLearner,0.240565572
1250,SR,0.335229262
1250,DR,0.292409551
1250,ACW,0.494821538
1250,COKE,0.133427539
1250,RLearner,0.219528658
1250,SR,0.265594004
1250,DR,0.215847769
1250,ACW,0.638621021
1250,COKE,0.135132205
1250,RLearner,0.210379745
1250,SR,0.399298206
1250,DR,0.189608754
1250,ACW,0.27668686
1250,COKE,0.211949674
1250,RLearner,0.225898223
1250,SR,0.304018598
1250,DR,0.184910719
1250,ACW,14.20749045
1250,COKE,0.129235235
1250,RLearner,0.192302898
1250,SR,0.523508042
1250,DR,0.182560869
1250,ACW,0.657944858
1250,COKE,0.234852169
1250,RLearner,0.196298642
1250,SR,0.372700083
1250,DR,0.251452374
1250,ACW,0.34445027
1250,COKE,0.182460867
1250,RLearner,0.206093698
1250,SR,0.402633879
1250,DR,0.236032535
1250,ACW,5.897224862
1250,COKE,0.156501509
1250,RLearner,0.171396031
1250,SR,0.188192691
1250,DR,0.215327254
1250,ACW,0.227689309
1250,COKE,0.108577413
1250,RLearner,0.16751314
1250,SR,0.476305332
1250,DR,0.336990564
1250,ACW,0.611465144
1250,COKE,0.181940138
1250,RLearner,0.260916261
1250,SR,0.3109767
1250,DR,0.277301595
1250,ACW,1.406182466
1250,COKE,0.182089198
1250,RLearner,0.220980693
1250,SR,0.423364814
1250,DR,0.209173015
1250,ACW,1.069907339
1250,COKE,0.185656754
1250,RLearner,0.211914622
1250,SR,0.317530143
1250,DR,0.416530955
1250,ACW,0.458323712
1250,COKE,0.166418223
1250,RLearner,0.247129975
1250,SR,0.425777428
1250,DR,0.216640961
1250,ACW,0.904848213
1250,COKE,0.150736092
1250,RLearner,0.163121331
1250,SR,0.348020517
1250,DR,0.282333669
1250,ACW,3.847671591
1250,COKE,0.149826711
1250,RLearner,0.194635946
1250,SR,0.38602379
1250,DR,0.187992936
1250,ACW,1.136638597
1250,COKE,0.141976515
1250,RLearner,0.236746406
1250,SR,0.346367527
1250,DR,0.265428269
1250,ACW,0.532847431
1250,COKE,0.194218843
1250,RLearner,0.222683352
1250,SR,0.242160123
1250,DR,0.305934368
1250,ACW,0.399185266
1250,COKE,0.160090278
1250,RLearner,0.269682141
1250,SR,0.295308192
1250,DR,0.372573888
1250,ACW,0.440855806
1250,COKE,0.161657306
1250,RLearner,0.245275314
1250,SR,0.255986009
1250,DR,0.263054993
1250,ACW,0.45970716
1250,COKE,0.138159424
1250,RLearner,0.189720054
1250,SR,0.27857647
1250,DR,0.265983768
1250,ACW,0.481801432
1250,COKE,0.124970661
1250,RLearner,0.145293548
